"No.","Time","Source","Destination","Protocol","Length","Info"
"424","122.294868126","142.250.196.170","10.0.2.15","TLSv1.3","2878","Application Data, Application Data"
"425","122.294916610","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=33614 Win=31240 Len=0"
"426","122.295677964","142.250.196.170","10.0.2.15","TLSv1.3","2878","Application Data, Application Data"
"427","122.295678245","142.250.196.170","10.0.2.15","TLSv1.3","2878","Application Data, Application Data"
"428","122.295706498","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=36438 Win=31240 Len=0"
"429","122.295760850","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=39262 Win=31240 Len=0"
"430","122.297390496","142.250.196.170","10.0.2.15","TLSv1.3","2878","Application Data, Application Data"
"431","122.297468417","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=42086 Win=36920 Len=0"
"432","122.297905245","142.250.196.170","10.0.2.15","TLSv1.3","2878","Application Data, Application Data"
"433","122.297941662","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=44910 Win=42600 Len=0"
"434","122.300927254","142.250.196.170","10.0.2.15","TLSv1.3","9938","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"435","122.300927595","142.250.196.170","10.0.2.15","TLSv1.3","1466","Application Data"
"436","122.300980074","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=54794 Win=62480 Len=0"
"437","122.301166868","142.250.196.170","10.0.2.15","TLSv1.3","1466","Application Data"
"438","122.301192657","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=57618 Win=65535 Len=0"
"439","122.301966525","142.250.196.170","10.0.2.15","TLSv1.3","1466","Application Data"
"440","122.303422152","142.250.196.170","10.0.2.15","TLSv1.3","2878","Application Data, Application Data"
"441","122.303422984","142.250.196.170","10.0.2.15","TLSv1.3","1466","Application Data"
"442","122.303472190","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=61854 Win=65535 Len=0"
"443","122.304076714","142.250.196.170","10.0.2.15","TLSv1.3","1466","Application Data"
"444","122.304077089","142.250.196.170","10.0.2.15","TLSv1.3","1466","Application Data"
"445","122.304120950","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=64678 Win=65535 Len=0"
"446","122.305745196","142.250.196.170","10.0.2.15","TLSv1.3","4290","Application Data, Application Data, Application Data"
"447","122.305745619","142.250.196.170","10.0.2.15","TLSv1.3","441","Application Data, Application Data"
"448","122.305778285","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1393 Ack=70326 Win=65535 Len=0"
"449","122.306014652","10.0.2.15","142.250.196.170","TLSv1.3","93","Application Data"
"450","122.306283692","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [ACK] Seq=70713 Ack=1432 Win=65535 Len=0"
"451","122.306458590","10.0.2.15","142.250.196.170","TLSv1.3","78","Application Data"
"452","122.306555319","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [FIN, ACK] Seq=1456 Ack=70713 Win=65535 Len=0"
"453","122.306737290","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [ACK] Seq=70713 Ack=1456 Win=65535 Len=0"
"454","122.306737445","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [ACK] Seq=70713 Ack=1457 Win=65535 Len=0"
"455","122.326228264","142.250.196.170","10.0.2.15","TCP","60","443  >  34112 [FIN, ACK] Seq=70713 Ack=1457 Win=65535 Len=0"
"456","122.326253082","10.0.2.15","142.250.196.170","TCP","54","34112  >  443 [ACK] Seq=1457 Ack=70714 Win=31024 Len=0"
"457","123.104648008","10.0.2.15","192.168.56.1","TCP","54","2960  >  8000 [SYN] Seq=0 Win=512 Len=0"
"458","123.105185299","192.168.56.1","10.0.2.15","TCP","60","8000  >  2960 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"459","123.105207152","10.0.2.15","192.168.56.1","TCP","54","2960  >  8000 [RST] Seq=1 Win=0 Len=0"
"460","124.105258034","10.0.2.15","192.168.56.1","TCP","54","2961  >  8000 [SYN] Seq=0 Win=512 Len=0"
"461","124.105761102","192.168.56.1","10.0.2.15","TCP","60","8000  >  2961 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"462","124.105781488","10.0.2.15","192.168.56.1","TCP","54","2961  >  8000 [RST] Seq=1 Win=0 Len=0"
"463","125.105621612","10.0.2.15","192.168.56.1","TCP","54","2962  >  8000 [SYN] Seq=0 Win=512 Len=0"
"464","125.106123924","192.168.56.1","10.0.2.15","TCP","60","8000  >  2962 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"465","125.106150769","10.0.2.15","192.168.56.1","TCP","54","2962  >  8000 [RST] Seq=1 Win=0 Len=0"
"466","126.106614932","10.0.2.15","192.168.56.1","TCP","54","2963  >  8000 [SYN] Seq=0 Win=512 Len=0"
"467","126.107323376","192.168.56.1","10.0.2.15","TCP","60","8000  >  2963 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"468","126.107373169","10.0.2.15","192.168.56.1","TCP","54","2963  >  8000 [RST] Seq=1 Win=0 Len=0"
"469","127.107001495","10.0.2.15","192.168.56.1","TCP","54","2964  >  8000 [SYN] Seq=0 Win=512 Len=0"
"470","127.108546849","192.168.56.1","10.0.2.15","TCP","60","8000  >  2964 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"471","127.108596405","10.0.2.15","192.168.56.1","TCP","54","2964  >  8000 [RST] Seq=1 Win=0 Len=0"
"472","128.107552153","10.0.2.15","192.168.56.1","TCP","54","2965  >  8000 [SYN] Seq=0 Win=512 Len=0"
"473","128.108519514","192.168.56.1","10.0.2.15","TCP","60","8000  >  2965 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"474","128.108565467","10.0.2.15","192.168.56.1","TCP","54","2965  >  8000 [RST] Seq=1 Win=0 Len=0"
"475","129.107981136","10.0.2.15","192.168.56.1","TCP","54","2966  >  8000 [SYN] Seq=0 Win=512 Len=0"
"476","129.109509321","192.168.56.1","10.0.2.15","TCP","60","8000  >  2966 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"477","129.109572510","10.0.2.15","192.168.56.1","TCP","54","2966  >  8000 [RST] Seq=1 Win=0 Len=0"
"478","130.108401414","10.0.2.15","192.168.56.1","TCP","54","2967  >  8000 [SYN] Seq=0 Win=512 Len=0"
"479","130.109033948","192.168.56.1","10.0.2.15","TCP","60","8000  >  2967 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"480","130.109061277","10.0.2.15","192.168.56.1","TCP","54","2967  >  8000 [RST] Seq=1 Win=0 Len=0"
"481","131.108630162","10.0.2.15","192.168.56.1","TCP","54","2968  >  8000 [SYN] Seq=0 Win=512 Len=0"
"482","131.109443206","192.168.56.1","10.0.2.15","TCP","60","8000  >  2968 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"483","131.109472078","10.0.2.15","192.168.56.1","TCP","54","2968  >  8000 [RST] Seq=1 Win=0 Len=0"
"484","132.109645519","10.0.2.15","192.168.56.1","TCP","54","2969  >  8000 [SYN] Seq=0 Win=512 Len=0"
"485","132.110715840","192.168.56.1","10.0.2.15","TCP","60","8000  >  2969 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"486","132.110757173","10.0.2.15","192.168.56.1","TCP","54","2969  >  8000 [RST] Seq=1 Win=0 Len=0"
"487","132.303092115","10.0.2.15","142.250.182.35","TCP","54","[TCP Keep-Alive] 45922  >  80 [ACK] Seq=413 Ack=703 Win=31590 Len=0"
"488","132.303442473","142.250.182.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  45922 [ACK] Seq=703 Ack=414 Win=65535 Len=0"
"489","133.110346097","10.0.2.15","192.168.56.1","TCP","54","2970  >  8000 [SYN] Seq=0 Win=512 Len=0"
"490","133.111297980","192.168.56.1","10.0.2.15","TCP","60","8000  >  2970 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"491","133.111326966","10.0.2.15","192.168.56.1","TCP","54","2970  >  8000 [RST] Seq=1 Win=0 Len=0"
"492","134.110858275","10.0.2.15","192.168.56.1","TCP","54","2971  >  8000 [SYN] Seq=0 Win=512 Len=0"
"493","134.111757549","192.168.56.1","10.0.2.15","TCP","60","8000  >  2971 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"494","134.111793168","10.0.2.15","192.168.56.1","TCP","54","2971  >  8000 [RST] Seq=1 Win=0 Len=0"
"495","135.111662326","10.0.2.15","192.168.56.1","TCP","54","2972  >  8000 [SYN] Seq=0 Win=512 Len=0"
"496","135.113215440","192.168.56.1","10.0.2.15","TCP","60","8000  >  2972 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"497","135.113279592","10.0.2.15","192.168.56.1","TCP","54","2972  >  8000 [RST] Seq=1 Win=0 Len=0"
"498","136.112127143","10.0.2.15","192.168.56.1","TCP","54","2973  >  8000 [SYN] Seq=0 Win=512 Len=0"
"499","136.113649272","192.168.56.1","10.0.2.15","TCP","60","8000  >  2973 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"500","136.113708010","10.0.2.15","192.168.56.1","TCP","54","2973  >  8000 [RST] Seq=1 Win=0 Len=0"
"501","137.113426773","10.0.2.15","192.168.56.1","TCP","54","2974  >  8000 [SYN] Seq=0 Win=512 Len=0"
"502","137.115590267","192.168.56.1","10.0.2.15","TCP","60","8000  >  2974 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"503","137.115660657","10.0.2.15","192.168.56.1","TCP","54","2974  >  8000 [RST] Seq=1 Win=0 Len=0"
"504","138.114099192","10.0.2.15","192.168.56.1","TCP","54","2975  >  8000 [SYN] Seq=0 Win=512 Len=0"
"505","138.115792139","192.168.56.1","10.0.2.15","TCP","60","8000  >  2975 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"506","138.115844487","10.0.2.15","192.168.56.1","TCP","54","2975  >  8000 [RST] Seq=1 Win=0 Len=0"
"507","139.114662309","10.0.2.15","192.168.56.1","TCP","54","2976  >  8000 [SYN] Seq=0 Win=512 Len=0"
"508","139.116556972","192.168.56.1","10.0.2.15","TCP","60","8000  >  2976 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"509","139.116658326","10.0.2.15","192.168.56.1","TCP","54","2976  >  8000 [RST] Seq=1 Win=0 Len=0"
"510","140.115608858","10.0.2.15","192.168.56.1","TCP","54","2977  >  8000 [SYN] Seq=0 Win=512 Len=0"
"511","140.117106061","192.168.56.1","10.0.2.15","TCP","60","8000  >  2977 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"512","140.117225093","10.0.2.15","192.168.56.1","TCP","54","2977  >  8000 [RST] Seq=1 Win=0 Len=0"
"513","141.116210305","10.0.2.15","192.168.56.1","TCP","54","2978  >  8000 [SYN] Seq=0 Win=512 Len=0"
"514","141.117885310","192.168.56.1","10.0.2.15","TCP","60","8000  >  2978 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"515","141.117953449","10.0.2.15","192.168.56.1","TCP","54","2978  >  8000 [RST] Seq=1 Win=0 Len=0"
"516","142.117569288","10.0.2.15","192.168.56.1","TCP","54","2979  >  8000 [SYN] Seq=0 Win=512 Len=0"
"517","142.119077118","192.168.56.1","10.0.2.15","TCP","60","8000  >  2979 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"518","142.119127225","10.0.2.15","192.168.56.1","TCP","54","2979  >  8000 [RST] Seq=1 Win=0 Len=0"
"519","142.543315846","10.0.2.15","142.250.182.35","TCP","54","[TCP Keep-Alive] 45922  >  80 [ACK] Seq=413 Ack=703 Win=31590 Len=0"
"520","142.543607162","142.250.182.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  45922 [ACK] Seq=703 Ack=414 Win=65535 Len=0"
"521","143.118759367","10.0.2.15","192.168.56.1","TCP","54","2980  >  8000 [SYN] Seq=0 Win=512 Len=0"
"522","143.120443426","192.168.56.1","10.0.2.15","TCP","60","8000  >  2980 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"523","143.120497422","10.0.2.15","192.168.56.1","TCP","54","2980  >  8000 [RST] Seq=1 Win=0 Len=0"
"524","144.119582059","10.0.2.15","192.168.56.1","TCP","54","2981  >  8000 [SYN] Seq=0 Win=512 Len=0"
"525","144.120439850","192.168.56.1","10.0.2.15","TCP","60","8000  >  2981 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"526","144.120481972","10.0.2.15","192.168.56.1","TCP","54","2981  >  8000 [RST] Seq=1 Win=0 Len=0"
"527","145.120066493","10.0.2.15","192.168.56.1","TCP","54","2982  >  8000 [SYN] Seq=0 Win=512 Len=0"
"528","145.121637760","192.168.56.1","10.0.2.15","TCP","60","8000  >  2982 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"529","145.121697788","10.0.2.15","192.168.56.1","TCP","54","2982  >  8000 [RST] Seq=1 Win=0 Len=0"
"530","146.120814083","10.0.2.15","192.168.56.1","TCP","54","2983  >  8000 [SYN] Seq=0 Win=512 Len=0"
"531","146.122345717","192.168.56.1","10.0.2.15","TCP","60","8000  >  2983 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"532","146.122397720","10.0.2.15","192.168.56.1","TCP","54","2983  >  8000 [RST] Seq=1 Win=0 Len=0"
"533","147.121588873","10.0.2.15","192.168.56.1","TCP","54","2984  >  8000 [SYN] Seq=0 Win=512 Len=0"
"534","147.123428047","192.168.56.1","10.0.2.15","TCP","60","8000  >  2984 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"535","147.123488837","10.0.2.15","192.168.56.1","TCP","54","2984  >  8000 [RST] Seq=1 Win=0 Len=0"
"536","148.122646495","10.0.2.15","192.168.56.1","TCP","54","2985  >  8000 [SYN] Seq=0 Win=512 Len=0"
"537","148.124262190","192.168.56.1","10.0.2.15","TCP","60","8000  >  2985 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"538","148.124327997","10.0.2.15","192.168.56.1","TCP","54","2985  >  8000 [RST] Seq=1 Win=0 Len=0"
"539","149.123347149","10.0.2.15","192.168.56.1","TCP","54","2986  >  8000 [SYN] Seq=0 Win=512 Len=0"
"540","149.124796463","192.168.56.1","10.0.2.15","TCP","60","8000  >  2986 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"541","149.124847615","10.0.2.15","192.168.56.1","TCP","54","2986  >  8000 [RST] Seq=1 Win=0 Len=0"
"542","150.123916871","10.0.2.15","192.168.56.1","TCP","54","2987  >  8000 [SYN] Seq=0 Win=512 Len=0"
"543","150.125464686","192.168.56.1","10.0.2.15","TCP","60","8000  >  2987 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"544","150.125568187","10.0.2.15","192.168.56.1","TCP","54","2987  >  8000 [RST] Seq=1 Win=0 Len=0"
"545","151.124405711","10.0.2.15","192.168.56.1","TCP","54","2988  >  8000 [SYN] Seq=0 Win=512 Len=0"
"546","151.126078996","192.168.56.1","10.0.2.15","TCP","60","8000  >  2988 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"547","151.126145050","10.0.2.15","192.168.56.1","TCP","54","2988  >  8000 [RST] Seq=1 Win=0 Len=0"
"548","152.125395129","10.0.2.15","192.168.56.1","TCP","54","2989  >  8000 [SYN] Seq=0 Win=512 Len=0"
"549","152.126424338","192.168.56.1","10.0.2.15","TCP","60","8000  >  2989 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"550","152.126461724","10.0.2.15","192.168.56.1","TCP","54","2989  >  8000 [RST] Seq=1 Win=0 Len=0"
"551","152.783116644","10.0.2.15","142.250.182.35","TCP","54","[TCP Keep-Alive] 45922  >  80 [ACK] Seq=413 Ack=703 Win=31590 Len=0"
"552","152.783585822","142.250.182.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  45922 [ACK] Seq=703 Ack=414 Win=65535 Len=0"
"553","153.125967322","10.0.2.15","192.168.56.1","TCP","54","2990  >  8000 [SYN] Seq=0 Win=512 Len=0"
"554","153.128105964","192.168.56.1","10.0.2.15","TCP","60","8000  >  2990 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"555","153.128170825","10.0.2.15","192.168.56.1","TCP","54","2990  >  8000 [RST] Seq=1 Win=0 Len=0"
"556","154.126691788","10.0.2.15","192.168.56.1","TCP","54","2991  >  8000 [SYN] Seq=0 Win=512 Len=0"
"557","154.127852227","192.168.56.1","10.0.2.15","TCP","60","8000  >  2991 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"558","154.127900528","10.0.2.15","192.168.56.1","TCP","54","2991  >  8000 [RST] Seq=1 Win=0 Len=0"
"559","155.127499470","10.0.2.15","192.168.56.1","TCP","54","2992  >  8000 [SYN] Seq=0 Win=512 Len=0"
"560","155.128877875","192.168.56.1","10.0.2.15","TCP","60","8000  >  2992 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"561","155.128926701","10.0.2.15","192.168.56.1","TCP","54","2992  >  8000 [RST] Seq=1 Win=0 Len=0"
"562","156.127871811","10.0.2.15","192.168.56.1","TCP","54","2993  >  8000 [SYN] Seq=0 Win=512 Len=0"
"563","156.128605227","192.168.56.1","10.0.2.15","TCP","60","8000  >  2993 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"564","156.128630662","10.0.2.15","192.168.56.1","TCP","54","2993  >  8000 [RST] Seq=1 Win=0 Len=0"
"565","157.128183491","10.0.2.15","192.168.56.1","TCP","54","2994  >  8000 [SYN] Seq=0 Win=512 Len=0"
"566","157.128796113","192.168.56.1","10.0.2.15","TCP","60","8000  >  2994 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"567","157.128821902","10.0.2.15","192.168.56.1","TCP","54","2994  >  8000 [RST] Seq=1 Win=0 Len=0"
"568","158.128717725","10.0.2.15","192.168.56.1","TCP","54","2995  >  8000 [SYN] Seq=0 Win=512 Len=0"
"569","158.130212974","192.168.56.1","10.0.2.15","TCP","60","8000  >  2995 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"570","158.130264960","10.0.2.15","192.168.56.1","TCP","54","2995  >  8000 [RST] Seq=1 Win=0 Len=0"
"571","159.129366749","10.0.2.15","192.168.56.1","TCP","54","2996  >  8000 [SYN] Seq=0 Win=512 Len=0"
"572","159.130859524","192.168.56.1","10.0.2.15","TCP","60","8000  >  2996 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"573","159.130961073","10.0.2.15","192.168.56.1","TCP","54","2996  >  8000 [RST] Seq=1 Win=0 Len=0"
"574","160.130228764","10.0.2.15","192.168.56.1","TCP","54","2997  >  8000 [SYN] Seq=0 Win=512 Len=0"
"575","160.131756824","192.168.56.1","10.0.2.15","TCP","60","8000  >  2997 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"576","160.131819597","10.0.2.15","192.168.56.1","TCP","54","2997  >  8000 [RST] Seq=1 Win=0 Len=0"
"577","161.131813983","10.0.2.15","192.168.56.1","TCP","54","2998  >  8000 [SYN] Seq=0 Win=512 Len=0"
"578","161.132694156","192.168.56.1","10.0.2.15","TCP","60","8000  >  2998 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"579","161.132732742","10.0.2.15","192.168.56.1","TCP","54","2998  >  8000 [RST] Seq=1 Win=0 Len=0"
"580","162.132208003","10.0.2.15","192.168.56.1","TCP","54","2999  >  8000 [SYN] Seq=0 Win=512 Len=0"
"581","162.133710631","192.168.56.1","10.0.2.15","TCP","60","8000  >  2999 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"582","162.133776485","10.0.2.15","192.168.56.1","TCP","54","2999  >  8000 [RST] Seq=1 Win=0 Len=0"
"583","163.023197219","10.0.2.15","142.250.182.35","TCP","54","[TCP Keep-Alive] 45922  >  80 [ACK] Seq=413 Ack=703 Win=31590 Len=0"
"584","163.023883673","142.250.182.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  45922 [ACK] Seq=703 Ack=414 Win=65535 Len=0"
"585","163.133289429","10.0.2.15","192.168.56.1","TCP","54","3000  >  8000 [SYN] Seq=0 Win=512 Len=0"
"586","163.133905456","192.168.56.1","10.0.2.15","TCP","60","8000  >  3000 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"587","163.133935791","10.0.2.15","192.168.56.1","TCP","54","3000  >  8000 [RST] Seq=1 Win=0 Len=0"
"588","164.134563699","10.0.2.15","192.168.56.1","TCP","54","3001  >  8000 [SYN] Seq=0 Win=512 Len=0"
"589","164.136205930","192.168.56.1","10.0.2.15","TCP","60","8000  >  3001 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"590","164.136269353","10.0.2.15","192.168.56.1","TCP","54","3001  >  8000 [RST] Seq=1 Win=0 Len=0"
"591","165.135237715","10.0.2.15","192.168.56.1","TCP","54","3002  >  8000 [SYN] Seq=0 Win=512 Len=0"
"592","165.136101388","192.168.56.1","10.0.2.15","TCP","60","8000  >  3002 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"593","165.136140510","10.0.2.15","192.168.56.1","TCP","54","3002  >  8000 [RST] Seq=1 Win=0 Len=0"
"594","166.135538301","10.0.2.15","192.168.56.1","TCP","54","3003  >  8000 [SYN] Seq=0 Win=512 Len=0"
"595","166.136111082","192.168.56.1","10.0.2.15","TCP","60","8000  >  3003 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"596","166.136133215","10.0.2.15","192.168.56.1","TCP","54","3003  >  8000 [RST] Seq=1 Win=0 Len=0"
"597","167.136345794","10.0.2.15","192.168.56.1","TCP","54","3004  >  8000 [SYN] Seq=0 Win=512 Len=0"
"598","167.137924040","192.168.56.1","10.0.2.15","TCP","60","8000  >  3004 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"599","167.137976685","10.0.2.15","192.168.56.1","TCP","54","3004  >  8000 [RST] Seq=1 Win=0 Len=0"
"600","168.136930144","10.0.2.15","192.168.56.1","TCP","54","3005  >  8000 [SYN] Seq=0 Win=512 Len=0"
"601","168.138607825","192.168.56.1","10.0.2.15","TCP","60","8000  >  3005 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"602","168.138671641","10.0.2.15","192.168.56.1","TCP","54","3005  >  8000 [RST] Seq=1 Win=0 Len=0"
"603","169.137978408","10.0.2.15","192.168.56.1","TCP","54","3006  >  8000 [SYN] Seq=0 Win=512 Len=0"
"604","169.138622565","192.168.56.1","10.0.2.15","TCP","60","8000  >  3006 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"605","169.138655788","10.0.2.15","192.168.56.1","TCP","54","3006  >  8000 [RST] Seq=1 Win=0 Len=0"
"606","170.138204039","10.0.2.15","192.168.56.1","TCP","54","3007  >  8000 [SYN] Seq=0 Win=512 Len=0"
"607","170.138847923","192.168.56.1","10.0.2.15","TCP","60","8000  >  3007 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"608","170.138880561","10.0.2.15","192.168.56.1","TCP","54","3007  >  8000 [RST] Seq=1 Win=0 Len=0"
"609","171.138502660","10.0.2.15","192.168.56.1","TCP","54","3008  >  8000 [SYN] Seq=0 Win=512 Len=0"
"610","171.139262189","192.168.56.1","10.0.2.15","TCP","60","8000  >  3008 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"611","171.139293900","10.0.2.15","192.168.56.1","TCP","54","3008  >  8000 [RST] Seq=1 Win=0 Len=0"
"612","172.139793286","10.0.2.15","192.168.56.1","TCP","54","3009  >  8000 [SYN] Seq=0 Win=512 Len=0"
"613","172.140386200","192.168.56.1","10.0.2.15","TCP","60","8000  >  3009 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"614","172.140413458","10.0.2.15","192.168.56.1","TCP","54","3009  >  8000 [RST] Seq=1 Win=0 Len=0"
"615","172.239605878","PCSSystemtec_10:57:19","52:54:00:12:35:02","ARP","42","Who has 10.0.2.2? Tell 10.0.2.15"
"616","172.240524774","52:54:00:12:35:02","PCSSystemtec_10:57:19","ARP","60","10.0.2.2 is at 52:54:00:12:35:02"
"617","173.140138469","10.0.2.15","192.168.56.1","TCP","54","3010  >  8000 [SYN] Seq=0 Win=512 Len=0"
"618","173.141870792","192.168.56.1","10.0.2.15","TCP","60","8000  >  3010 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"619","173.141938415","10.0.2.15","192.168.56.1","TCP","54","3010  >  8000 [RST] Seq=1 Win=0 Len=0"
"620","173.263835960","10.0.2.15","142.250.182.35","TCP","54","[TCP Keep-Alive] 45922  >  80 [ACK] Seq=413 Ack=703 Win=31590 Len=0"
"621","173.264305162","142.250.182.35","10.0.2.15","TCP","60","[TCP Keep-Alive ACK] 80  >  45922 [ACK] Seq=703 Ack=414 Win=65535 Len=0"
"622","174.140636959","10.0.2.15","192.168.56.1","TCP","54","3011  >  8000 [SYN] Seq=0 Win=512 Len=0"
"623","174.141590181","192.168.56.1","10.0.2.15","TCP","60","8000  >  3011 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"624","174.141629653","10.0.2.15","192.168.56.1","TCP","54","3011  >  8000 [RST] Seq=1 Win=0 Len=0"
"625","175.141309786","10.0.2.15","192.168.56.1","TCP","54","3012  >  8000 [SYN] Seq=0 Win=512 Len=0"
"626","175.145213452","192.168.56.1","10.0.2.15","TCP","60","8000  >  3012 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"627","175.145286540","10.0.2.15","192.168.56.1","TCP","54","3012  >  8000 [RST] Seq=1 Win=0 Len=0"
"628","176.142027530","10.0.2.15","192.168.56.1","TCP","54","3013  >  8000 [SYN] Seq=0 Win=512 Len=0"
"629","176.143354554","192.168.56.1","10.0.2.15","TCP","60","8000  >  3013 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"630","176.143411365","10.0.2.15","192.168.56.1","TCP","54","3013  >  8000 [RST] Seq=1 Win=0 Len=0"
"631","177.143099194","10.0.2.15","192.168.56.1","TCP","54","3014  >  8000 [SYN] Seq=0 Win=512 Len=0"
"632","177.144691752","192.168.56.1","10.0.2.15","TCP","60","8000  >  3014 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"633","177.144816678","10.0.2.15","192.168.56.1","TCP","54","3014  >  8000 [RST] Seq=1 Win=0 Len=0"
"634","178.143732336","10.0.2.15","192.168.56.1","TCP","54","3015  >  8000 [SYN] Seq=0 Win=512 Len=0"
